Country,Year,Language,geo_point,Country Code,Debt,Account Balance,Corruption,Foreign_Investment,GDP,Inflation,Ethnicity,Religion,Unemployement,Natural Resources,Infant Mortality
Uganda,2018,0.9227,POINT(32.216658 1.533355),UGA,46.34179919,-9.339273772,26,4.869111556,2.274615022,2.61601191,0.9302,0.6332,1.741999984,13.85620466,33.8
Uganda,2019,0.9227,POINT(32.216658 1.533355),UGA,46.34179919,-9.339273772,26,4.869111556,2.274615022,2.61601191,0.9302,0.6332,1.786999941,13.85620466,33.8
Liberia,2018,0.9038,POINT(-9.365852 5.749972),LBR,44.66293589,-20.65233759,32,3.956181214,-1.229759965,23.5635149,0.9084,0.4883,2.032999992,25.20409969,53.5
Liberia,2019,0.9038,POINT(-9.365852 5.749972),LBR,44.66293589,-20.65233759,32,3.956181214,-1.229759965,23.5635149,0.9084,0.4883,2.032000065,25.20409969,53.5
Madagascar,2018,0.0204,POINT(46.441642 -18.92496),MDG,31.75824931,0.578357142,25,4.41794014,1.810248204,7.404191742,0.8791,0.5191,1.659000039,10.28492344,38.2
Madagascar,2019,0.0204,POINT(46.441642 -18.92496),MDG,31.75824931,0.578357142,25,4.41794014,1.810248204,7.404191742,0.8791,0.5191,1.644999981,10.28492344,38.2
"Congo, Dem. Rep.",2018,0.8705,POINT(15.257513 -4.441883),COD,10.94127267,-4.592797073,20,2.720115259,2.399910664,2.885851073,0.8747,0.7021,4.15500021,32.70249674,68.2
"Congo, Dem. Rep.",2019,0.8705,POINT(15.257513 -4.441883),COD,10.94127267,-4.592797073,20,2.720115259,2.399910664,2.885851073,0.8747,0.7021,4.271999836,32.70249674,68.2
"Congo, Rep.",2018,0.6871,POINT(15.641916 -0.726433),COG,51.12602449,-39.77015807,19,38.29248197,-1.549244028,0.450063823,0.8747,0.6642,10.38199997,42.66827703,36.2
"Congo, Rep.",2019,0.6871,POINT(15.641916 -0.726433),COG,51.12602449,-39.77015807,19,38.29248197,-1.549244028,0.450063823,0.8747,0.6642,10.38700008,42.66827703,36.2
Cameroon,2018,0.8898,POINT(13.153581 4.612552),CMR,28.73682449,-3.644415277,25,1.978368628,1.379191982,1.068858113,0.8635,0.7338,3.361000061,6.580438686,50.6
Cameroon,2019,0.8898,POINT(13.153581 4.612552),CMR,28.73682449,-3.644415277,25,1.978368628,1.379191982,1.068858113,0.8635,0.7338,3.339999914,6.580438686,50.6
Chad,2018,0.8635,POINT(19.015617 15.613414),TCD,29.29101662,-3.199137423,19,5.874210982,-0.415664166,3.669900434,0.862,0.6411,2.229000092,21.95567247,71.4
Chad,2019,0.8635,POINT(19.015617 15.613414),TCD,29.29101662,-3.199137423,19,5.874210982,-0.415664166,3.669900434,0.862,0.6411,2.319000006,21.95567247,71.4
Kenya,2018,0.886,POINT(38.431398 1.441968),KEN,36.14484245,-6.371804754,27,1.849566181,3.896152981,4.689819761,0.8588,0.7765,9.312999725,2.475375541,30.6
Kenya,2019,0.886,POINT(38.431398 1.441968),KEN,36.14484245,-6.371804754,27,1.849566181,3.896152981,4.689819761,0.8588,0.7765,9.305000305,2.475375541,30.6
Nigeria,2018,0.8316,POINT(7.999972 9.600036),NGA,12.41529025,1.342776438,27,0.502803407,-0.66557908,12.09473155,0.8505,0.7421,6.026000023,8.673509404,75.7
Nigeria,2019,0.8316,POINT(7.999972 9.600036),NGA,12.41529025,1.342776438,27,0.502803407,-0.66557908,12.09473155,0.8505,0.7421,6.105999947,8.673509404,75.7
Central African Republic,2018,0.8334,POINT(19.998123 7.03236),CAF,32.65035206,-2.899004627,26,0.810612496,2.224742848,37.14221481,0.8295,0.7916,6.482999802,13.5760529,84.5
Central African Republic,2019,0.8334,POINT(19.998123 7.03236),CAF,32.65035206,-2.899004627,26,0.810612496,2.224742848,37.14221481,0.8295,0.7916,6.521999836,13.5760529,84.5
Cote d'Ivoire,2018,0.7842,POINT(-5.567946 7.989737),CIV,37.91909469,-2.750068845,35,2.122573734,4.725692099,0.439062777,0.8204,0.7551,2.480000019,3.318173533,59.4
Cote d'Ivoire,2019,0.7842,POINT(-5.567946 7.989737),CIV,37.91909469,-2.750068845,35,2.122573734,4.725692099,0.439062777,0.8204,0.7551,2.444999933,3.318173533,59.4
Sierra Leone,2018,0.7634,POINT(-11.840027 8.640035),SLE,45.09463761,-15.8164604,30,5.331867768,1.259327721,16.03278985,0.8191,0.5395,4.313000202,22.15351226,78.5
Sierra Leone,2019,0.7634,POINT(-11.840027 8.640035),SLE,45.09463761,-15.8164604,30,5.331867768,1.259327721,16.03278985,0.8191,0.5395,4.329999924,22.15351226,78.5
Somalia,2018,0.0326,POINT(49.083416 8.367677),SOM,39.3544471,,10,8.663919263,-2.736255088,,0.8117,0.0028,13.95600033,15.17980948,76.6
Somalia,2019,0.0326,POINT(49.083416 8.367677),SOM,39.3544471,,10,8.663919263,-2.736255088,,0.8117,0.0028,13.95499992,15.17980948,76.6
Yugoslavia,2018,0.6064,,,,,,,,,0.8092,0.553,,,
Yugoslavia,2019,0.6064,,,,,,,,,0.8092,0.553,,,
Guinea-Bissau,2018,0.8141,POINT(-14.900021 12.100035),GNB,28.89267558,-3.710706563,16,1.409573186,1.243474147,1.362148999,0.8082,0.6128,4.05700016,16.32659839,54
Guinea-Bissau,2019,0.8141,POINT(-14.900021 12.100035),GNB,28.89267558,-3.710706563,16,1.409573186,1.243474147,1.362148999,0.8082,0.6128,4.070000172,16.32659839,54
Djibouti,2018,0.6558,POINT(42.757785 11.856775),DJI,157.6098688,-10.61135869,31,8.965083519,3.82998552,0.14797085,0.7962,0.0435,11.12199974,0.672749698,49.8
Djibouti,2019,0.6558,POINT(42.757785 11.856775),DJI,157.6098688,-10.61135869,31,8.965083519,3.82998552,0.14797085,0.7962,0.0435,11.02999973,0.672749698,49.8
Libya,2018,0.0758,POINT(18.123672 26.823447),LBY,73.84,-17.96073699,17,0,6.368240933,2.605818027,0.792,0.057,17.28700066,38.47372413,10.2
Libya,2019,0.0758,POINT(18.123672 26.823447),LBY,73.84,-17.96073699,17,0,6.368240933,2.605818027,0.792,0.057,17.29999924,38.47372413,10.2
Benin,2018,0.7905,POINT(2.258441 9.529347),BEN,35.91103589,-10.00372859,40,2.004108084,3.975183596,1.024127367,0.7872,0.5544,2.125,5.757889959,60.5
Benin,2019,0.7905,POINT(2.258441 9.529347),BEN,35.91103589,-10.00372859,40,2.004108084,3.975183596,1.024127367,0.7872,0.5544,2.025000095,5.757889959,60.5
Angola,2018,0.787,POINT(17.569124 -11.877577),AGO,53.99826311,7.000035353,19,-5.420744964,-5.287779594,20.19037379,0.7867,0.6276,7.252999783,16.35012001,51.6
Angola,2019,0.787,POINT(17.569124 -11.877577),AGO,53.99826311,7.000035353,19,-5.420744964,-5.287779594,20.19037379,0.7867,0.6276,7.245999813,16.35012001,51.6
"Gambia, The",2018,0.8076,POINT(-15.490046 13.470062),GMB,42.70920582,-4.816559763,37,2.018463805,3.453188862,6.521158804,0.7864,0.097,8.904999733,5.752880114,39
"Gambia, The",2019,0.8076,POINT(-15.490046 13.470062),GMB,42.70920582,-4.816559763,37,2.018463805,3.453188862,6.521158804,0.7864,0.097,8.897999763,5.752880114,39
Zambia,2018,0.8734,POINT(27.559916 -14.518624),ZMB,73.65672346,-1.281048668,35,1.528582968,0.815169499,7.494571927,0.7808,0.7359,7.209000111,15.94726442,40.4
Zambia,2019,0.8734,POINT(27.559916 -14.518624),ZMB,73.65672346,-1.281048668,35,1.528582968,0.815169499,7.494571927,0.7808,0.7359,7.144999981,15.94726442,40.4
Afghanistan,2018,0.6141,POINT(66.238514 33.768007),AFG,13.37101824,-18.87484323,16,0.616822256,-1.350178336,4.975951506,0.7693,0.2717,1.542000055,0.693530677,47.9
Afghanistan,2019,0.6141,POINT(66.238514 33.768007),AFG,13.37101824,-18.87484323,16,0.616822256,-1.350178336,4.975951506,0.7693,0.2717,1.519000053,0.693530677,47.9
Gabon,2018,0.7821,POINT(11.68997 -0.899969),GAB,42.96963607,0.980682965,31,5.018236442,-1.755039188,4.749066521,0.769,0.6674,19.48800087,18.40619085,32.7
Gabon,2019,0.7821,POINT(11.68997 -0.899969),GAB,42.96963607,0.980682965,31,5.018236442,-1.755039188,4.749066521,0.769,0.6674,19.6060009,18.40619085,32.7
South Africa,2018,0.8652,POINT(24.357658 -28.876689),ZAF,50.55691188,-3.634112832,43,1.485433112,-0.572080197,4.504577493,0.7517,0.8603,26.95800018,5.140270609,28.5
South Africa,2019,0.8652,POINT(24.357658 -28.876689),ZAF,50.55691188,-3.634112832,43,1.485433112,-0.572080197,4.504577493,0.7517,0.8603,27.32099915,5.140270609,28.5
Qatar,2018,0.48,POINT(51.22953 25.333698),QAT,39.76,8.701931497,62,-1.142474855,-0.584669133,0.344165322,0.7456,0.095,0.142000005,17.94662127,5.8
Qatar,2019,0.48,POINT(51.22953 25.333698),QAT,39.76,8.701931497,62,-1.142474855,-0.584669133,0.344165322,0.7456,0.095,0.144999996,17.94662127,5.8
Bolivia,2018,0.224,POINT(-64.991229 -17.05687),BOL,33.78095738,-4.938481878,29,0.633154081,2.752155942,2.272059872,0.7396,0.2085,3.257999897,6.925103236,21.8
Bolivia,2019,0.224,POINT(-64.991229 -17.05687),BOL,33.78095738,-4.938481878,29,0.633154081,2.752155942,2.272059872,0.7396,0.2085,3.266000032,6.925103236,21.8
Guinea,2018,0.7725,POINT(-10.708359 10.722623),GIN,24.63163716,-1.746550335,28,3.234189481,3.19829413,9.826042226,0.7389,0.2649,3.607000113,20.18461883,64.9
Guinea,2019,0.7725,POINT(-10.708359 10.722623),GIN,24.63163716,-1.746550335,28,3.234189481,3.19829413,9.826042226,0.7389,0.2649,3.572000027,20.18461883,64.9
Burkina Faso,2018,0.7228,POINT(-1.688031 12.075308),BFA,23.41973751,-7.250983926,41,3.398296536,3.812912022,1.864449585,0.7377,0.5798,6.059000015,19.94201849,49
Burkina Faso,2019,0.7228,POINT(-1.688031 12.075308),BFA,23.41973751,-7.250983926,41,3.398296536,3.812912022,1.864449585,0.7377,0.5798,6.149000168,19.94201849,49
Tanzania,2018,0.8983,POINT(35.787844 -6.524712),TZA,33.06317976,-3.259067235,36,1.820636914,2.11505516,3.494458489,0.7353,0.6334,1.932000041,6.616386051,37.6
Tanzania,2019,0.8983,POINT(35.787844 -6.524712),TZA,33.06317976,-3.259067235,36,1.820636914,2.11505516,3.494458489,0.7353,0.6334,1.911999941,6.616386051,37.6
Indonesia,2018,0.768,POINT(106.8489 -6.230276),IDN,37.5955781,-2.979008237,38,1.890601419,3.985604226,3.198346416,0.7351,0.234,4.300000191,3.484669877,21.1
Indonesia,2019,0.768,POINT(106.8489 -6.230276),IDN,37.5955781,-2.717438,38,1.890601419,3.985604226,3.198346416,0.7351,0.234,4.375,3.484669877,21.1
Suriname,2018,0.331,POINT(-56.077119 4.141303),SUR,43.46,-3.285743276,43,3.647166438,0.927865887,6.893903592,0.7332,0.791,7.631000042,33.1771126,16.9
Suriname,2019,0.331,POINT(-56.077119 4.141303),SUR,43.46,-3.285743276,43,3.647166438,0.927865887,6.893903592,0.7332,0.791,7.412000179,33.1771126,16.9
Ethiopia,2018,0.8073,POINT(38.65212 10.21167),ETH,33.44274428,-5.466493586,34,3.983634968,4.048070239,9.848250242,0.7235,0.6249,1.809000015,10.55470921,39.1
Ethiopia,2019,0.8073,POINT(38.65212 10.21167),ETH,33.44274428,-5.466493586,34,3.983634968,4.048070239,9.848250242,0.7235,0.6249,1.787999988,10.55470921,39.1
Sudan,2018,0.719,POINT(29.491769 14.584444),SDN,56.90703008,-11.45245034,16,2.780280184,-4.629843228,16.90945571,0.7147,0.4307,12.8760004,4.622687611,42.1
Sudan,2019,0.719,POINT(29.491769 14.584444),SDN,56.90703008,-11.45245034,16,2.780280184,-4.629843228,16.90945571,0.7147,0.4307,12.99699974,4.622687611,42.1
Andorra,2018,0.6848,,AND,,,,,1.622746677,,0.7139,0.2326,,0,2.7
Andorra,2019,0.6848,,AND,,,,,1.622746677,,0.7139,0.2326,,0,2.7
Canada,2018,0.5772,POINT(-107.991707 61.066692),CAN,91.5,-2.645281761,81,2.716491594,0.471065971,2.268225672,0.7124,0.6958,5.920000076,1.729655207,4.3
Canada,2019,0.5772,POINT(-107.991707 61.066692),CAN,91.5,-1.97716,81,2.716491594,0.471065971,2.268225672,0.7124,0.6958,6.05700016,1.729655207,4.3
Togo,2018,0.898,POINT(1.019977 8.780027),TGO,33.26552104,-2.005068777,30,1.903087691,2.375272507,0.927755426,0.7099,0.6596,1.667999983,16.4416229,47.4
Togo,2019,0.898,POINT(1.019977 8.780027),TGO,33.26552104,-2.005068777,30,1.903087691,2.375272507,0.927755426,0.7099,0.6596,1.669999957,16.4416229,47.4
Pakistan,2018,0.719,POINT(71.247499 30.33084),PAK,27.63957193,-6.100463832,33,0.74827979,3.67671211,5.078057259,0.7098,0.3848,3.038000107,1.051665576,57.2
Pakistan,2019,0.719,POINT(71.247499 30.33084),PAK,27.63957193,-6.100463832,33,0.74827979,3.67671211,5.078057259,0.7098,0.3848,3.019999981,1.051665576,57.2
Belize,2018,0.6303,,BLZ,76.77605236,-8.280225353,,6.388491065,1.071369529,,0.7015,0.5813,9.368000031,0.99854134,11.2
Belize,2019,0.6303,,BLZ,76.77605236,-8.280225353,,6.388491065,1.071369529,,0.7015,0.5813,9.496999741,0.99854134,11.2
"Micronesia, Fed. Sts.",2018,0.7483,,FSM,26.35,7.018360273,,6.329823286,-0.839033794,0.522623903,0.7005,0.6469,8.862500191,0.036589928,25.6
"Micronesia, Fed. Sts.",2019,0.7483,,FSM,26.35,7.018360273,,6.329823286,-0.839033794,0.522623903,0.7005,0.6469,8.862500191,0.036589928,25.6
Senegal,2018,0.7081,POINT(-14.452961 14.475061),SEN,52.37077522,-7.221912598,45,2.608051769,3.837062008,0.456257585,0.6939,0.1497,6.464000225,3.82233549,31.8
Senegal,2019,0.7081,POINT(-14.452961 14.475061),SEN,52.37077522,-7.221912598,45,2.608051769,3.837062008,0.456257585,0.6939,0.1497,6.521999836,3.82233549,31.8
Mozambique,2018,0.8125,POINT(34.914498 -19.302233),MOZ,107.567869,-30.58159847,23,18.19766206,0.458309216,,0.6932,0.6759,3.171999931,19.47190624,54
Mozambique,2019,0.8125,POINT(34.914498 -19.302233),MOZ,107.567869,-30.58159847,23,18.19766206,0.458309216,,0.6932,0.6759,3.190000057,19.47190624,54
Mali,2018,0.8388,POINT(-2.290024 16.370036),MLI,29.46716281,-7.888533276,32,2.721292428,1.791676657,1.759857429,0.6906,0.182,9.569000244,11.39847104,62
Mali,2019,0.8388,POINT(-2.290024 16.370036),MLI,29.46716281,-7.888533276,32,2.721292428,1.791676657,1.759857429,0.6906,0.182,9.776000023,11.39847104,62
Monaco,2018,0.7305,,MCO,,,,,5.304565431,,0.6838,0.3047,6.329999924,0,2.6
Monaco,2019,0.7305,,MCO,,,,,5.304565431,,0.6838,0.3047,6.329999924,0,2.6
Kyrgyz Republic,2018,0.5949,POINT(74.724091 41.508932),KGZ,102.9792177,-8.87779973,29,1.782101962,1.572833212,3.175309864,0.6752,0.447,7.170000076,8.453641445,16.9
Kyrgyz Republic,2019,0.5949,POINT(74.724091 41.508932),KGZ,102.9792177,-8.87779973,29,1.782101962,1.572833212,3.175309864,0.6752,0.447,7.355999947,8.453641445,16.9
Malawi,2018,0.6023,POINT(33.930196 -13.26872),MWI,32.16085903,-20.1915095,32,1.444211325,0.801419696,12.42017811,0.6744,0.8192,5.429999828,9.604024921,35.3
Malawi,2019,0.6023,POINT(33.930196 -13.26872),MWI,32.16085903,-20.1915095,32,1.444211325,0.801419696,12.42017811,0.6744,0.8192,5.375,9.604024921,35.3
Ghana,2018,0.6731,POINT(-1.080027 8.030028),GHA,36.27805554,-3.117806468,41,4.559481728,3.958667147,9.836992686,0.6733,0.7987,6.710000038,13.05817098,34.9
Ghana,2019,0.6731,POINT(-1.080027 8.030028),GHA,36.27805554,-3.117806468,41,4.559481728,3.958667147,9.836992686,0.6733,0.7987,6.78399992,13.05817098,34.9
"Iran, Islamic Rep.",2018,0.7462,POINT(52.947134 32.94075),IRN,1.48641204,11.38863537,28,1.105475516,2.327694199,9.987184964,0.6684,0.1152,11.99499989,17.77855481,12.4
"Iran, Islamic Rep.",2019,0.7462,POINT(52.947134 32.94075),IRN,1.48641204,11.38863537,28,1.105475516,2.327694199,9.987184964,0.6684,0.1152,11.99199963,17.77855481,12.4
Nepal,2018,0.7167,POINT(84.091714 28.108393),NPL,18.86124166,-9.554522269,31,0.234799359,4.907946941,4.061163388,0.6632,0.1417,1.264000058,1.134180282,26.7
Nepal,2019,0.7167,POINT(84.091714 28.108393),NPL,18.86124166,-9.554522269,31,0.234799359,4.907946941,4.061163388,0.6632,0.1417,1.246999979,1.134180282,26.7
Kuwait,2018,0.3444,POINT(47.497948 29.273396),KWT,11.17,17.09911689,41,-0.015199626,-0.741360739,2.171832985,0.6604,0.6745,2.075999975,37.13877149,6.7
Kuwait,2019,0.3444,POINT(47.497948 29.273396),KWT,11.17,17.09911689,41,-0.015199626,-0.741360739,2.171832985,0.6604,0.6745,2.164999962,37.13877149,6.7
Peru,2018,0.3358,POINT(-75.045851 -6.86997),PER,31.28266657,-1.618403641,35,2.92188842,2.205617031,1.317647659,0.6566,0.1988,2.844000101,8.913026794,11.1
Peru,2019,0.3358,POINT(-75.045851 -6.86997),PER,31.28266657,-1.618403641,35,2.92188842,2.205617031,1.317647659,0.6566,0.1988,2.90199995,8.913026794,11.1
Ecuador,2018,0.1308,POINT(-79.366696 -1.339767),ECU,42.6295373,-1.372837522,34,1.301162743,-0.397089903,-0.224103246,0.655,0.1417,3.910000086,5.509427514,12.2
Ecuador,2019,0.1308,POINT(-79.366696 -1.339767),ECU,42.6295373,-1.372837522,34,1.301162743,-0.397089903,-0.224103246,0.655,0.1417,3.980999947,5.509427514,12.2
Eritrea,2018,0.653,POINT(37.999967 15.950032),ERI,127.13,-14.81615748,24,1.495547962,7.207605266,,0.6524,0.4253,6.543000221,19.10746048,31.3
Eritrea,2019,0.653,POINT(37.999967 15.950032),ERI,127.13,-14.81615748,24,1.495547962,7.207605266,,0.6524,0.4253,6.546000004,19.10746048,31.3
Niger,2018,0.6519,POINT(9.323843 17.735621),NER,36.06149779,-15.65599086,34,21.49928314,2.495334702,2.96760366,0.6518,0.2013,0.273000002,13.30431471,48
Niger,2019,0.6519,POINT(9.323843 17.735621),NER,36.06149779,-15.65599086,34,21.49928314,2.495334702,2.96760366,0.6518,0.2013,0.256999999,13.30431471,48
Trinidad and Tobago,2018,0.1251,POINT(-60.982107 10.867785),TTO,45.45,5.00111046,41,-2.530749823,-0.66049439,1.018569302,0.6475,0.7936,2.829999924,7.703946525,16.4
Trinidad and Tobago,2019,0.1251,POINT(-60.982107 10.867785),TTO,45.45,5.00111046,41,-2.530749823,-0.66049439,1.018569302,0.6475,0.7936,2.813999891,7.703946525,16.4
Thailand,2018,0.6344,POINT(100.83273 14.897192),THA,35.08911807,6.413075596,36,2.653241671,3.80126981,1.063897542,0.6338,0.0994,0.665000021,1.674491409,7.8
Thailand,2019,0.6344,POINT(100.83273 14.897192),THA,35.08911807,6.413075596,36,2.653241671,3.80126981,1.063897542,0.6338,0.0994,0.694999993,1.674491409,7.8
Namibia,2018,0.7005,POINT(17.323111 -23.23355),NAM,34.64,-2.441461386,53,1.374162199,-2.400819772,4.288574989,0.6329,0.6626,23.09499931,4.553904629,29
Namibia,2019,0.7005,POINT(17.323111 -23.23355),NAM,34.64,-2.441461386,53,1.374162199,-2.400819772,4.288574989,0.6329,0.6626,23.18700027,4.553904629,29
Bosnia and Herzegovina,2018,0.6751,POINT(17.596147 44.305348),BIH,80.40814476,-3.722762644,38,2.42488984,4.483914305,1.168812637,0.63,0.6851,20.8390007,1.306671444,5
Bosnia and Herzegovina,2019,0.6751,POINT(17.596147 44.305348),BIH,80.40814476,-3.722762644,38,2.42488984,4.483914305,1.168812637,0.63,0.6851,21.21800041,1.306671444,5
United Arab Emirates,2018,0.4874,POINT(53.999483 24.000249),ARE,18.08,,70,2.507439402,0.207936371,3.068147057,0.6252,0.331,2.575000048,13.68873592,6.5
United Arab Emirates,2019,0.4874,POINT(53.999483 24.000249),ARE,18.08,,70,2.507439402,0.207936371,3.068147057,0.6252,0.331,2.642999887,13.68873592,6.5
Guyana,2018,0.0688,POINT(-58.93988 4.88732),GUY,44.57493063,-27.63130647,37,30.43331456,3.594471019,1.282842884,0.6195,0.7876,12.15100002,25.33049343,25.1
Guyana,2019,0.0688,POINT(-58.93988 4.88732),GUY,44.57493063,-27.63130647,37,30.43331456,3.594471019,1.282842884,0.6195,0.7876,12.21899986,25.33049343,25.1
Kazakhstan,2018,0.6621,POINT(65.20932 47.228609),KAZ,105.7051147,-0.161064007,31,0.119217147,2.740272171,7.442663213,0.6171,0.5898,4.885000229,16.19345954,8.8
Kazakhstan,2019,0.6621,POINT(65.20932 47.228609),KAZ,105.7051147,-0.161064007,31,0.119217147,2.740272171,7.442663213,0.6171,0.5898,5.425000191,16.19345954,8.8
Mauritania,2018,0.326,POINT(-9.239926 20.254038),MRT,97.83604678,-18.58491458,27,1.351623447,0.714678742,3.067359961,0.615,0.0149,10.30500031,24.1154013,51.5
Mauritania,2019,0.326,POINT(-9.239926 20.254038),MRT,97.83604678,-18.58491458,27,1.351623447,0.714678742,3.067359961,0.615,0.0149,10.32199955,24.1154013,51.5
Bhutan,2018,0.6056,POINT(90.511927 27.549511),BTN,109.2423008,-20.33902402,68,0.108298554,1.822273166,2.723777152,0.605,0.3787,2.197000027,3.947703367,24.8
Bhutan,2019,0.6056,POINT(90.511927 27.549511),BTN,109.2423008,-20.33902402,68,0.108298554,1.822273166,2.723777152,0.605,0.3787,2.187000036,3.947703367,24.8
Colombia,2018,0.0193,POINT(-73.783892 2.889443),COL,42.28936078,-3.938202179,36,3.484435285,1.024714856,3.240234138,0.6014,0.1478,9.093000412,4.315007897,12.2
Colombia,2019,0.0193,POINT(-73.783892 2.889443),COL,42.28936078,-4.262601,36,3.484435285,1.024714856,3.240234138,0.6014,0.1478,9.187999725,4.315007897,12.2
Jordan,2018,0.0396,POINT(36.941628 31.166705),JOR,76.13130616,-6.748216228,49,2.24918307,0.129635568,4.461807744,0.5926,0.0659,15.02499962,0.72701362,13.9
Jordan,2019,0.0396,POINT(36.941628 31.166705),JOR,76.13130616,-6.748216228,49,2.24918307,0.129635568,4.461807744,0.5926,0.0659,14.94499969,0.72701362,13.9
Cuba,2018,0,POINT(-80.832875 23.013134),CUB,,,47,,2.258589685,,0.5908,0.5059,2.263999939,0.566472209,3.7
Cuba,2019,0,POINT(-80.832875 23.013134),CUB,,,47,,2.258589685,,0.5908,0.5059,2.252000093,0.566472209,3.7
Malaysia,2018,0.597,POINT(112.847194 2.392376),MYS,57.39,2.116732728,47,2.389996038,3.334501101,0.884709161,0.588,0.6657,3.359999895,6.305118138,6.7
Malaysia,2019,0.597,POINT(112.847194 2.392376),MYS,57.39,2.116732728,47,2.389996038,3.334501101,0.884709161,0.588,0.6657,3.398999929,6.305118138,6.7
Latvia,2018,0.5795,POINT(24.753765 56.840649),LVA,34.94,-0.613082608,58,1.299028198,5.473690576,2.534454242,0.5867,0.5556,7.856999874,0.860849609,3.3
